participant,group,veriStim_resp.rt,veriStim_resp.corr,mult_type,error_distance,interferenceScore,problemType,problemSize,interferenceLevel,mult_problem
8233,ABC,0.8424,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
8233,ABC,0.707,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
8233,ABC,0.9566,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
8233,ABC,1.929,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
8233,ABC,1.451,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
8233,ABC,1.1256,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
8233,ABC,1.4623,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
8233,ABC,1.5261,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
8233,ABC,0.9781,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
8233,ABC,0.8968,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
8233,ABC,1.3201,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
8233,ABC,0.8425,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
8233,ABC,2.0142,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
8233,ABC,1.321,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
8233,ABC,1.6841,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
8233,ABC,0.8036,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
8233,ABC,1.2902,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
181625310168,BCA,0.7494,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
181625310168,BCA,1.3672,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
181625310168,BCA,2.0182,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
181625310168,BCA,0.9459,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
181625310168,BCA,0.8708,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
181625310168,BCA,1.3441,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
181625310168,BCA,0.9435,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
181625310168,BCA,1.0456,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
181625310168,BCA,1.6279,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
181625310168,BCA,1.3314,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
181625310168,BCA,1.5525,1,lure,5,3,tie,small-sized,low,5 × 5 = 30
181625310168,BCA,1.1006,1,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
181625310168,BCA,0.779,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
181625310168,BCA,0.8941,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
181625310168,BCA,0.8351,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
181625310168,BCA,0.8672,1,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
181625310168,BCA,0.7739,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
181625310168,BCA,1.5664,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
181625310168,BCA,0.9947,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
181625310168,BCA,1.266,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
181625310168,BCA,1.3161,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
181625310168,BCA,0.8652,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
181625310168,BCA,0.8086,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
181625310168,BCA,0.7503,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
181625310168,BCA,0.9671,1,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
181625310168,BCA,1.096,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
181625310168,BCA,1.3914,1,lure,8,19,tie,large-sized,high,8 × 8 = 56
181625310168,BCA,0.9357,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
181625310168,BCA,0.6653,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
181625310168,BCA,1.3132,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
181625310168,BCA,1.3821,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
181625310168,BCA,1.0746,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
181625310168,BCA,0.6905,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
181625310168,BCA,0.6905,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
181625310168,BCA,0.7923,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
181625310168,BCA,0.6037,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
181625310168,BCA,0.7247,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
181625310168,BCA,0.8923,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
181625310168,BCA,0.6565,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
181625310168,BCA,0.8772,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
181625310168,BCA,0.8088,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
181625310168,BCA,0.8769,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
181625310168,BCA,0.7585,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
181625310168,BCA,0.7114,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
181625310168,BCA,0.7459,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
181625310168,BCA,0.5598,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
181625310168,BCA,0.6426,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
181625310168,BCA,0.8609,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
181625310168,BCA,0.7071,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
181625310168,BCA,0.7772,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
181625310168,BCA,0.8047,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
181625310168,BCA,0.948,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
181625310168,BCA,0.6816,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
181625310168,BCA,0.7625,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
181625310168,BCA,0.8637,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
181625310168,BCA,0.5785,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
181625310168,BCA,0.6472,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
181625310168,BCA,0.7457,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
181625310168,BCA,0.6884,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
181625310168,BCA,0.7938,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
181625310168,BCA,0.8991,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
181625310168,BCA,1.067,0,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
181625310168,BCA,1.3998,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
181625310168,BCA,0.9498,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
181625310168,BCA,0.7273,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
181625310168,BCA,0.8446,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
181625310168,BCA,0.8263,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
181625310168,BCA,0.892,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
181625310168,BCA,1.1125,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
181625310168,BCA,0.7829,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
181625310168,BCA,0.7994,1,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
181625310168,BCA,0.6296,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
181625310168,BCA,0.6909,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
181625310168,BCA,0.6942,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
181625310168,BCA,0.8935,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
181625310168,BCA,0.7569,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
181625310168,BCA,0.7773,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
181625310168,BCA,0.8609,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
181625310168,BCA,0.7615,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
181625310168,BCA,0.8159,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
181625310168,BCA,0.8363,1,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
181625310168,BCA,0.6941,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
181625310168,BCA,0.8594,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
181625310168,BCA,0.6737,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
181625310168,BCA,1.1282,1,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
181625310168,BCA,1.1737,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
181625310168,BCA,0.8952,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
181625310168,BCA,1.0773,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
181625310168,BCA,0.6375,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
181625310168,BCA,0.6003,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
181625310168,BCA,0.6277,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
181625310168,BCA,0.644,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
181625310168,BCA,0.7341,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
181625310168,BCA,0.6668,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
181625310168,BCA,0.6673,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
181625310168,BCA,0.8935,1,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
181625310168,BCA,0.7299,0,lure,7,7,tie,large-sized,low,7 × 7 = 42
181625310168,BCA,2.2998,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
181625310168,BCA,0.7834,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
181625310168,BCA,0.8838,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
181625310168,BCA,0.7156,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
181625310168,BCA,1.0305,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
181625310168,BCA,0.8613,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
181625310168,BCA,1.0415,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
181625310168,BCA,0.6436,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
181625310168,BCA,0.6166,1,lure,5,3,tie,small-sized,low,5 × 5 = 20
181625310168,BCA,0.7584,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
181625310168,BCA,0.8435,1,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
181625310168,BCA,0.597,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
181625310168,BCA,1.0634,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
181625310168,BCA,0.5925,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
181625310168,BCA,0.6831,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
181625310168,BCA,0.8742,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
181625310168,BCA,0.6663,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
181625310168,BCA,0.9986,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
181625310168,BCA,0.8412,1,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
181625310168,BCA,1.2804,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
181625310168,BCA,1.0732,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
181625310168,BCA,0.6297,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
181625310168,BCA,1.0751,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
181625310168,BCA,1.2081,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
181625310168,BCA,0.6446,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
181625310168,BCA,0.8633,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
181625310168,BCA,1.1138,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
181625310168,BCA,0.8795,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
181625310168,BCA,0.982,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
181625310168,BCA,0.6298,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
181625310168,BCA,0.8102,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
181625310168,BCA,0.4992,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
181625310168,BCA,0.6909,1,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
181625310168,BCA,0.6462,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
181625310168,BCA,0.6886,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
181625310168,BCA,0.6087,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
181625310168,BCA,0.5425,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
181625310168,BCA,0.6077,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
181625310168,BCA,0.7762,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
181625310168,BCA,0.6608,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
181625310168,BCA,0.8746,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
181625310168,BCA,0.7794,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
181625310168,BCA,0.9753,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
181625310168,BCA,0.7622,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
181625310168,BCA,0.7814,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
181625310168,BCA,0.7604,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
181625310168,BCA,0.6719,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
181625310168,BCA,1.8784,1,lure,2,4,non-tie,small-sized,low,7 × 2 = 12
181625310168,BCA,1.444,1,lure,3,10,non-tie,small-sized,high,3 × 4 = 15
181625310168,BCA,0.742,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
181625310168,BCA,0.7952,1,lure,2,1,non-tie,small-sized,low,4 × 2 = 6
181625310168,BCA,0.7966,1,lure,2,7,non-tie,small-sized,low,2 × 8 = 18
181625310168,BCA,0.6755,1,correct,0,6,non-tie,large-sized,low,6 × 5 = 30
181625310168,BCA,0.6263,1,lure,4,8,non-tie,small-sized,high,5 × 4 = 16
181625310168,BCA,0.9434,1,correct,0,9,non-tie,large-sized,high,9 × 3 = 27
181625310168,BCA,0.6598,1,lure,2,0,non-tie,small-sized,low,2 × 3 = 8
181625310168,BCA,1.2763,1,lure,4,25,non-tie,large-sized,high,8 × 4 = 28
181625310168,BCA,0.895,1,correct,0,1,non-tie,small-sized,low,4 × 2 = 8
181625310168,BCA,0.9883,1,lure,9,19,non-tie,large-sized,high,8 × 9 = 63
181625310168,BCA,0.707,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
181625310168,BCA,0.6741,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
181625310168,BCA,0.6055,1,lure,9,17,non-tie,large-sized,high,7 × 9 = 54
181625310168,BCA,0.7647,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
181625310168,BCA,0.9099,1,correct,0,7,non-tie,large-sized,low,7 × 5 = 35
181625310168,BCA,0.709,1,correct,0,9,non-tie,large-sized,high,3 × 9 = 27
181625310168,BCA,0.6285,1,correct,0,10,non-tie,small-sized,high,4 × 3 = 12
181625310168,BCA,0.6475,1,correct,0,8,non-tie,small-sized,high,4 × 5 = 20
181625310168,BCA,0.6639,1,correct,0,2,non-tie,small-sized,low,3 × 5 = 15
181625310168,BCA,0.5928,1,lure,3,9,non-tie,large-sized,high,9 × 3 = 24
181625310168,BCA,0.5438,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
181625310168,BCA,0.5796,1,correct,0,8,non-tie,small-sized,high,6 × 3 = 18
181625310168,BCA,0.6551,1,lure,5,6,non-tie,large-sized,low,5 × 6 = 35
181625310168,BCA,0.9183,1,correct,0,19,non-tie,large-sized,high,8 × 9 = 72
181625310168,BCA,0.7664,1,lure,8,19,tie,large-sized,high,8 × 8 = 72
181625310168,BCA,0.8673,1,correct,0,9,non-tie,large-sized,high,8 × 5 = 40
181625310168,BCA,0.685,0,correct,0,11,non-tie,large-sized,high,8 × 6 = 48
181625310168,BCA,0.7644,1,correct,0,3,non-tie,small-sized,low,2 × 6 = 12
181625310168,BCA,0.7472,1,correct,0,17,non-tie,large-sized,high,7 × 9 = 63
181625310168,BCA,0.6992,0,lure,9,13,non-tie,large-sized,high,6 × 9 = 45
181625310168,BCA,0.7997,1,correct,0,12,non-tie,small-sized,high,6 × 4 = 24
181625310168,BCA,0.7493,1,lure,4,5,tie,small-sized,low,4 × 4 = 12
181625310168,BCA,0.5597,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
181625310168,BCA,0.906,1,correct,0,9,non-tie,large-sized,high,5 × 8 = 40
181625310168,BCA,0.9935,1,correct,0,9,non-tie,large-sized,high,4 × 9 = 36
181625310168,BCA,0.7655,1,lure,6,22,non-tie,large-sized,high,7 × 6 = 36
181625310168,BCA,0.726,0,lure,5,3,tie,small-sized,low,5 × 5 = 20
181625310168,BCA,0.9597,1,correct,0,6,non-tie,large-sized,low,9 × 5 = 45
181625310168,BCA,0.7434,1,correct,0,0,non-tie,small-sized,low,2 × 5 = 10
181625310168,BCA,0.6264,1,lure,9,6,tie,large-sized,low,9 × 9 = 90
181625310168,BCA,1.4948,1,lure,3,13,non-tie,small-sized,high,8 × 3 = 21
181625310168,BCA,0.7444,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
181625310168,BCA,0.7788,1,correct,0,1,non-tie,small-sized,low,2 × 4 = 8
181625310168,BCA,0.8101,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
181625310168,BCA,0.7102,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
181625310168,BCA,0.6799,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
181625310168,BCA,0.6811,1,lure,7,9,non-tie,large-sized,high,8 × 7 = 49
181625310168,BCA,0.7361,1,correct,0,17,non-tie,large-sized,high,4 × 7 = 28
181625310168,BCA,0.5698,1,lure,5,0,non-tie,small-sized,low,5 × 2 = 15
181625310168,BCA,0.6136,1,lure,4,10,non-tie,small-sized,high,4 × 3 = 16
181625310168,BCA,0.8895,1,correct,0,7,non-tie,small-sized,low,8 × 2 = 16
181625310168,BCA,0.7739,1,correct,0,17,non-tie,large-sized,high,7 × 4 = 28
181625310168,BCA,0.6666,1,correct,0,5,tie,small-sized,low,4 × 4 = 16
181625310168,BCA,0.6433,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
181625310168,BCA,0.699,1,correct,0,19,non-tie,large-sized,high,9 × 8 = 72
181625310168,BCA,0.7178,1,lure,8,19,non-tie,large-sized,high,9 × 8 = 64
181625310168,BCA,0.8863,1,lure,6,13,non-tie,large-sized,high,9 × 6 = 48
181625310168,BCA,0.7945,1,lure,6,22,non-tie,large-sized,high,6 × 7 = 48
181625310168,BCA,0.5659,1,lure,7,17,non-tie,large-sized,high,9 × 7 = 56
181625310168,BCA,0.6259,1,lure,3,0,tie,small-sized,low,3 × 3 = 12
181625310168,BCA,0.6971,1,lure,2,1,non-tie,small-sized,low,2 × 4 = 10
181625310168,BCA,1.6763,1,lure,8,19,tie,large-sized,high,8 × 8 = 56
181625310168,BCA,0.6084,1,lure,3,2,non-tie,small-sized,low,5 × 3 = 12
181625310168,BCA,0.6443,1,lure,3,8,non-tie,small-sized,high,3 × 6 = 21
181625310168,BCA,0.5301,1,lure,2,3,non-tie,small-sized,low,6 × 2 = 10
181625310168,BCA,0.9115,1,correct,0,8,non-tie,small-sized,high,5 × 4 = 20
181625310168,BCA,1.5102,1,lure,2,7,non-tie,small-sized,low,8 × 2 = 14
181625310168,BCA,0.7332,1,lure,4,9,non-tie,large-sized,high,9 × 4 = 32
181625310168,BCA,0.7936,1,lure,6,4,tie,large-sized,low,6 × 6 = 30
181625310168,BCA,0.7106,1,lure,5,6,non-tie,large-sized,low,6 × 5 = 25
181625310168,BCA,1.0888,1,lure,5,9,non-tie,large-sized,high,5 × 8 = 45
181625310168,BCA,0.6775,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
181625310168,BCA,0.695,1,correct,0,4,non-tie,small-sized,low,2 × 7 = 14
181625310168,BCA,0.5503,1,correct,0,4,tie,large-sized,low,6 × 6 = 36
181625310168,BCA,0.7337,1,correct,0,8,non-tie,small-sized,high,3 × 6 = 18
181625310168,BCA,0.6771,1,lure,5,3,tie,small-sized,low,5 × 5 = 30
181625310168,BCA,1.0175,1,lure,2,7,non-tie,small-sized,low,9 × 2 = 16
181625310168,BCA,0.8397,1,correct,0,6,non-tie,large-sized,low,5 × 9 = 45
181625310168,BCA,0.8247,1,correct,0,6,non-tie,large-sized,low,5 × 6 = 30
181625310168,BCA,0.7328,1,correct,0,22,non-tie,large-sized,high,7 × 6 = 42
181625310168,BCA,0.6849,1,lure,9,9,non-tie,large-sized,high,4 × 9 = 27
181625310168,BCA,0.7497,1,correct,0,25,non-tie,large-sized,high,4 × 8 = 32
181625310168,BCA,0.7773,1,lure,4,5,tie,small-sized,low,4 × 4 = 20
181625310168,BCA,0.8224,1,lure,3,8,non-tie,small-sized,high,6 × 3 = 15
181625310168,BCA,0.8635,1,correct,0,25,non-tie,large-sized,high,8 × 4 = 32
181625310168,BCA,0.668,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
181625310168,BCA,0.7113,1,lure,4,12,non-tie,small-sized,high,6 × 4 = 20
181625310168,BCA,0.6271,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
181625310168,BCA,0.6933,1,correct,0,3,non-tie,small-sized,low,6 × 2 = 12
181625310168,BCA,0.9071,1,lure,9,7,non-tie,small-sized,low,2 × 9 = 27
181625310168,BCA,1.0907,1,correct,0,22,non-tie,large-sized,high,6 × 7 = 42
181625310168,BCA,0.6604,1,correct,0,4,non-tie,small-sized,low,7 × 2 = 14
181625310168,BCA,0.8887,1,lure,6,4,tie,large-sized,low,6 × 6 = 42
181625310168,BCA,0.7435,1,lure,2,0,non-tie,small-sized,low,2 × 5 = 12
181625310168,BCA,0.9136,1,correct,0,11,non-tie,large-sized,high,6 × 8 = 48
181625310168,BCA,0.5816,0,correct,0,9,non-tie,large-sized,high,9 × 4 = 36
181625310168,BCA,0.5929,1,lure,5,7,non-tie,large-sized,low,5 × 7 = 40
181625310168,BCA,0.527,1,lure,3,13,non-tie,small-sized,high,7 × 3 = 18
181625310168,BCA,0.5473,1,correct,0,3,tie,small-sized,low,5 × 5 = 25
181625310168,BCA,0.6945,1,lure,9,6,non-tie,large-sized,low,5 × 9 = 36
181625310168,BCA,1.145,1,correct,0,17,non-tie,large-sized,high,9 × 7 = 63
181625310168,BCA,0.6244,1,correct,0,2,non-tie,small-sized,low,5 × 3 = 15
181625310168,BCA,0.9596,1,lure,9,9,non-tie,large-sized,high,3 × 9 = 18
181625310168,BCA,0.5093,1,correct,0,7,non-tie,small-sized,low,2 × 9 = 18
181625310168,BCA,0.7118,1,correct,0,0,non-tie,small-sized,low,2 × 3 = 6
181625310168,BCA,0.5362,1,correct,0,7,non-tie,large-sized,low,5 × 7 = 35
181625310168,BCA,0.5361,1,correct,0,19,tie,large-sized,high,8 × 8 = 64
181625310168,BCA,0.521,0,correct,0,9,non-tie,large-sized,high,7 × 8 = 56
181625310168,BCA,0.8787,1,lure,9,6,tie,large-sized,low,9 × 9 = 72
181625310168,BCA,0.6815,1,lure,2,0,non-tie,small-sized,low,3 × 2 = 4
181625310168,BCA,0.746,1,correct,0,9,non-tie,large-sized,high,8 × 7 = 56
181625310168,BCA,0.6095,1,correct,0,0,tie,small-sized,low,3 × 3 = 9
181625310168,BCA,1.0098,1,correct,0,13,non-tie,large-sized,high,6 × 9 = 54
181625310168,BCA,0.6256,1,correct,0,13,non-tie,small-sized,high,3 × 8 = 24
181625310168,BCA,0.7103,0,lure,6,11,non-tie,large-sized,high,8 × 6 = 42
181625310168,BCA,0.6882,1,correct,0,13,non-tie,large-sized,high,9 × 6 = 54
181625310168,BCA,1.4715,1,lure,4,17,non-tie,large-sized,high,4 × 7 = 32
181625310168,BCA,0.7825,1,correct,0,13,non-tie,small-sized,high,3 × 7 = 21
181625310168,BCA,0.5701,1,correct,0,0,tie,small-sized,low,2 × 2 = 4
181625310168,BCA,0.658,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
181625310168,BCA,0.7435,1,lure,2,4,non-tie,small-sized,low,2 × 7 = 16
181625310168,BCA,0.5234,1,lure,3,13,non-tie,small-sized,high,3 × 7 = 24
181625310168,BCA,0.5818,0,lure,2,0,tie,small-sized,low,2 × 2 = 2
181625310168,BCA,0.9112,1,correct,0,7,tie,large-sized,low,7 × 7 = 49
181625310168,BCA,1.3605,1,lure,4,17,non-tie,large-sized,high,7 × 4 = 24
181625310168,BCA,0.993,1,lure,5,6,non-tie,large-sized,low,9 × 5 = 40
181625310168,BCA,0.661,1,lure,6,11,non-tie,large-sized,high,6 × 8 = 54
181625310168,BCA,0.6914,1,lure,3,0,tie,small-sized,low,3 × 3 = 6
181625310168,BCA,0.9131,1,lure,4,8,non-tie,small-sized,high,4 × 5 = 24
181625310168,BCA,0.8918,1,correct,0,13,non-tie,small-sized,high,8 × 3 = 24
181625310168,BCA,0.77,1,lure,7,9,non-tie,large-sized,high,7 × 8 = 63
181625310168,BCA,0.8598,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
181625310168,BCA,0.8932,1,correct,0,0,non-tie,small-sized,low,3 × 2 = 6
181625310168,BCA,0.7467,1,lure,2,3,non-tie,small-sized,low,2 × 6 = 14
181625310168,BCA,0.6552,1,lure,5,9,non-tie,large-sized,high,8 × 5 = 35
181625310168,BCA,0.7234,1,correct,0,7,non-tie,small-sized,low,9 × 2 = 18
181625310168,BCA,0.9235,1,lure,7,7,tie,large-sized,low,7 × 7 = 42
181625310168,BCA,0.8445,0,correct,0,10,non-tie,small-sized,high,3 × 4 = 12
181625310168,BCA,0.4964,1,lure,3,13,non-tie,small-sized,high,3 × 8 = 27
181625310168,BCA,0.8478,1,lure,4,25,non-tie,large-sized,high,4 × 8 = 36
181625310168,BCA,0.6993,1,lure,4,12,non-tie,small-sized,high,4 × 6 = 28
181625310168,BCA,0.6627,1,lure,2,0,tie,small-sized,low,2 × 2 = 6
678536750213,BCA,1.0602,1,lure,3,2,non-tie,small-sized,low,3 × 5 = 18
678536750213,BCA,0.995,1,correct,0,12,non-tie,small-sized,high,4 × 6 = 24
678536750213,BCA,0.7428,1,correct,0,13,non-tie,small-sized,high,7 × 3 = 21
678536750213,BCA,0.6641,1,correct,0,7,non-tie,small-sized,low,2 × 8 = 16
678536750213,BCA,0.7075,1,lure,5,7,non-tie,large-sized,low,7 × 5 = 30
678536750213,BCA,1.1924,1,lure,7,7,tie,large-sized,low,7 × 7 = 56
678536750213,BCA,0.6948,1,correct,0,0,non-tie,small-sized,low,5 × 2 = 10
678536750213,BCA,0.6692,1,correct,0,6,tie,large-sized,low,9 × 9 = 81
678536750213,BCA,0.7244,1,lure,2,0,tie,small-sized,low,2 × 2 = 2
